,tweet_id,retweet_count,favorite_count,retweet_status
628, 710272297844797440,1425,4945,original tweet
629, 710153181850935296,1006,3153,original tweet
630, 710117014656950272,2233,5999,original tweet
631, 709901256215666688,112,732,original tweet
632, 709566166965075968,1367,3865,original tweet
633, 709519240576036864,277,1620,original tweet
634, 709409458133323776,788,2855,original tweet
635, 709207347839836162,6567,13755,original tweet
636, 709179584944730112,763,2213,original tweet
637, 709042156699303936,1864,5197,original tweet
638, 708845821941387268,1015,3226,original tweet
639, 708810915978854401,7848,18036,original tweet
640, 708711088997666817,834,2790,original tweet
641, 708469915515297792,926,3357,original tweet
642, 708356463048204288,1520,3929,original tweet
643, 708149363256774660,1727,4672,original tweet
644, 708119489313951744,1102,2937,original tweet
645, 708026248782585858,2166,4799,original tweet
646, 707983188426153984,2,52,original tweet
647, 707776935007539200,1079,3593,original tweet
648, 707738799544082433,2785,4495,original tweet
649, 707629649552134146,997,2834,original tweet
650, 707420581654872064,789,2499,original tweet
651, 707387676719185920,1490,3835,original tweet
652, 707315916783140866,727,2698,original tweet
653, 707059547140169728,759,2796,original tweet
654, 707021089608753152,1540,4433,original tweet
655, 706904523814649856,8830,15961,original tweet
656, 706681918348251136,1103,3627,original tweet
657, 706593038911545345,718,2363,original tweet
658, 706516534877929472,1150,3404,original tweet
659, 706310011488698368,9034,23443,original tweet
660, 706265994973601792,1030,2979,original tweet
661, 706166467411222528,1819,5636,original tweet
662, 705975130514706432,842,3397,original tweet
663, 705898680587526145,643,2597,original tweet
664, 705591895322394625,1308,3475,original tweet
665, 705442520700944385,1859,4877,original tweet
666, 705239209544720384,854,3290,original tweet
667, 705102439679201280,585,2342,original tweet
668, 704871453724954624,1245,4585,original tweet
669, 704847917308362754,1727,5594,original tweet
670, 704761120771465216,3257,7283,original tweet
671, 704491224099647488,97,840,original tweet
672, 704364645503647744,3999,8804,original tweet
673, 704134088924532736,519,1653,original tweet
674, 704054845121142784,1028,3201,original tweet
675, 703769065844768768,1276,3621,original tweet
676, 703611486317502464,1709,4229,original tweet
677, 703407252292673536,786,2685,original tweet
678, 703356393781329922,429,2085,original tweet
679, 703079050210877440,3494,8064,original tweet
680, 702932127499816960,811,2825,original tweet
681, 702684942141153280,1215,3516,original tweet
682, 702598099714314240,3712,11332,original tweet
683, 702332542343577600,1755,3491,original tweet
684, 702276748847800320,860,2706,original tweet
685, 701981390485725185,1106,3755,original tweet
686, 701889187134500865,1558,3905,original tweet
687, 701601587219795968,523,2299,original tweet
688, 701545186879471618,680,2902,original tweet
689, 700890391244103680,653,2437,original tweet
690, 700847567345688576,558,2637,original tweet
691, 700747788515020802,10673,25130,original tweet
692, 700505138482569216,646,2487,original tweet
693, 700167517596164096,836,2903,original tweet
694, 700143752053182464,3129,8282,original tweet
695, 700029284593901568,661,2262,original tweet
696, 699801817392291840,1088,3345,original tweet
697, 699779630832685056,1397,3039,original tweet
698, 699691744225525762,5174,11252,original tweet
699, 699434518667751424,577,2384,original tweet
700, 699413908797464576,688,2258,original tweet
701, 699323444782047232,983,3466,original tweet
702, 699079609774645248,745,2677,original tweet
703, 699060279947165696,2059,4173,original tweet
704, 698989035503689728,1113,3701,original tweet
705, 698907974262222848,699,2787,original tweet
706, 698703483621523456,425,1608,original tweet
707, 698549713696649216,704,2536,original tweet
708, 698342080612007937,1074,2485,original tweet
709, 698195409219559425,6750,18408,original tweet
710, 697995514407682048,372,1665,original tweet
711, 697943111201378304,776,2638,original tweet
712, 697630435728322560,614,1909,original tweet
713, 697596423848730625,1425,3306,original tweet
714, 697516214579523584,1282,2281,original tweet
715, 697463031882764288,1552,3748,original tweet
716, 697259378236399616,1136,3611,original tweet
717, 697242256848379904,751,2753,original tweet
718, 696894894812565505,758,2594,original tweet
719, 696877980375769088,802,2689,original tweet
720, 696744641916489729,1069,2293,original tweet
721, 696518437233913856,1887,4274,original tweet
722, 696488710901260288,1166,2788,original tweet
723, 696100768806522880,750,2125,original tweet
724, 695794761660297217,880,3490,original tweet
725, 695629776980148225,2377,5020,original tweet
726, 695409464418041856,4017,9460,original tweet
727, 695095422348574720,684,2888,original tweet
728, 695064344191721472,685,1771,original tweet
729, 694925794720792577,1043,2965,original tweet
730, 694669722378485760,13517,26068,original tweet
731, 694352839993344000,700,2244,original tweet
732, 694329668942569472,569,2203,original tweet
733, 694183373896572928,1040,3236,original tweet
734, 693993230313091072,457,2044,original tweet
735, 693647888581312512,673,2961,original tweet
736, 693642232151285760,472,2790,original tweet
737, 693622659251335168,422,1691,original tweet
738, 693582294167244802,292,1802,original tweet
739, 693280720173801472,1403,3669,original tweet
740, 693262851218264065,568,2459,original tweet
741, 693155686491000832,3622,8668,original tweet
742, 693095443459342336,523,2056,original tweet
743, 692905862751522816,998,2683,original tweet
744, 692894228850999298,910,2511,original tweet
745, 692752401762250755,4124,7496,original tweet
746, 692535307825213440,1529,3504,original tweet
747, 692423280028966913,265,1618,original tweet
748, 692187005137076224,929,2768,original tweet
749, 692142790915014657,438,1798,original tweet
750, 692017291282812928,1081,3153,original tweet
751, 691793053716221953,4732,8910,original tweet
752, 691675652215414786,577,2116,original tweet
753, 691459709405118465,1294,4449,original tweet
754, 691416866452082688,8689,21253,original tweet
755, 691096613310316544,1019,3253,original tweet
756, 690989312272396288,3282,6513,original tweet
757, 690938899477221376,2245,4536,original tweet
758, 690735892932222976,1442,4134,original tweet
759, 690690673629138944,898,2547,original tweet
760, 690607260360429569,19,313,original tweet
761, 690400367696297985,509,2041,original tweet
762, 690360449368465409,1006,2925,original tweet
763, 690248561355657216,477,1845,original tweet
764, 690015576308211712,836,2740,original tweet
765, 689999384604450816,424,1561,original tweet
766, 689977555533848577,502,1490,original tweet
767, 689877686181715968,1344,3323,original tweet
768, 689661964914655233,1052,3501,original tweet
769, 689623661272240129,748,2467,original tweet
770, 689557536375177216,519,2257,original tweet
771, 689289219123089408,1056,2476,original tweet
772, 689280876073582592,819,2197,original tweet
773, 689255633275777024,1212,2805,original tweet
774, 689143371370250240,579,2232,original tweet
775, 688908934925697024,874,2310,original tweet
776, 688894073864884227,792,2462,original tweet
777, 688804835492233216,227,1043,original tweet
778, 688547210804498433,789,2862,original tweet
779, 688385280030670848,5035,10180,original tweet
780, 688179443353796608,669,2328,original tweet
781, 688064179421470721,408,1878,original tweet
782, 687826841265172480,1292,2989,original tweet
783, 687807801670897665,801,2625,original tweet
784, 687704180304273409,950,2660,original tweet
785, 687494652870668288,654,2104,original tweet
786, 687476254459715584,619,2187,original tweet
787, 687399393394311168,702,2081,original tweet
788, 687312378585812992,2146,4777,original tweet
789, 687124485711986689,577,2371,original tweet
790, 687102708889812993,1124,2571,original tweet
791, 686947101016735744,3582,9433,original tweet
792, 686749460672679938,1666,3812,original tweet
793, 686683045143953408,912,3072,original tweet
794, 686606069955735556,607,2071,original tweet
795, 686386521809772549,996,3553,original tweet
796, 686358356425093120,776,2398,original tweet
797, 686050296934563840,836,2420,original tweet
798, 686034024800862208,1324,3424,original tweet
799, 686003207160610816,735,2009,original tweet
800, 685943807276412928,696,1801,original tweet
801, 685681090388975616,140,2069,original tweet
802, 685663452032069632,1656,3557,original tweet
803, 685547936038666240,17465,35052,original tweet
804, 685325112850124800,4535,10471,original tweet
805, 685315239903100929,1234,3676,original tweet
806, 685268753634967552,1371,3419,original tweet
807, 685169283572338688,1620,4489,original tweet
808, 684959798585110529,3487,7004,original tweet
809, 684926975086034944,552,3849,original tweet
810, 684902183876321280,605,2053,original tweet
811, 684830982659280897,24514,38551,original tweet
812, 684594889858887680,4016,9843,original tweet
813, 684567543613382656,1418,3312,original tweet
814, 684481074559381504,1320,4249,original tweet
815, 684241637099323392,3727,8999,original tweet
816, 684222868335505415,1563,4225,original tweet
817, 684195085588783105,595,2108,original tweet
818, 684177701129875456,764,2215,original tweet
819, 684122891630342144,539,2176,original tweet
820, 683857920510050305,1262,4163,original tweet
821, 683849932751646720,1116,2896,original tweet
822, 683828599284170753,1195,3053,original tweet
823, 683742671509258241,3781,7162,original tweet
824, 683498322573824003,1095,3469,original tweet
825, 683462770029932544,761,2676,original tweet
826, 683391852557561860,2702,8356,original tweet
827, 683142553609318400,1173,3162,original tweet
828, 683098815881154561,736,2361,original tweet
829, 683030066213818368,832,2370,original tweet
830, 682808988178739200,210,1953,original tweet
831, 682750546109968385,494,1674,original tweet
832, 682662431982772225,1207,3326,original tweet
833, 682429480204398592,1320,3769,original tweet
834, 682393905736888321,773,2441,original tweet
835, 682303737705140231,1135,3389,original tweet
836, 682242692827447297,1341,3566,original tweet
837, 682059653698686977,1915,5442,original tweet
838, 682032003584274432,2294,7223,original tweet
839, 681981167097122816,1161,3043,original tweet
840, 681694085539872773,4581,14010,original tweet
841, 681654059175129088,1045,2903,original tweet
842, 681579835668455424,1489,3893,original tweet
843, 681340665377193984,313,1803,original tweet
844, 681320187870711809,863,2918,original tweet
845, 681297372102656000,1091,3490,original tweet
846, 681261549936340994,308,1597,original tweet
847, 681231109724700672,540,2629,original tweet
848, 680970795137544192,749,2665,original tweet
849, 680940246314430465,1225,3544,original tweet
850, 680913438424612864,705,2609,original tweet
851, 680836378243002368,1513,3766,original tweet
852, 680801747103793152,925,2600,original tweet
853, 680609293079592961,816,2906,original tweet
854, 680497766108381184,2162,4639,original tweet
855, 680473011644985345,844,2778,original tweet
856, 680221482581123072,329,1598,original tweet
857, 680191257256136705,577,2356,original tweet
858, 680161097740095489,828,2538,original tweet
859, 680130881361686529,1078,2519,original tweet
860, 680100725817409536,1554,3891,original tweet
861, 680070545539371008,994,2818,original tweet
862, 679877062409191424,726,2155,original tweet
863, 679862121895714818,706,2678,original tweet
864, 679844490799091713,887,2593,original tweet
865, 679777920601223168,1281,3390,original tweet
866, 679729593985699840,937,2367,original tweet
867, 679530280114372609,2347,5208,original tweet
868, 679511351870550016,1461,3711,original tweet
869, 679475951516934144,728,2304,original tweet
870, 679405845277462528,1364,2594,original tweet
871, 679148763231985668,1163,3028,original tweet
872, 679111216690831360,2893,6514,original tweet
873, 679047485189439488,781,2460,original tweet
874, 678991772295516161,1333,2537,original tweet
875, 678800283649069056,1018,2810,original tweet
876, 678774928607469569,1043,3037,original tweet
877, 678764513869611008,544,1788,original tweet
878, 678740035362037760,1926,4099,original tweet
879, 678675843183484930,1680,3155,original tweet
880, 678446151570427904,1785,4358,original tweet
881, 678410210315247616,2072,4640,original tweet
882, 678396796259975168,478,1731,original tweet
883, 678380236862578688,1020,2655,original tweet
884, 678334497360859136,304,1427,original tweet
885, 678255464182861824,418,1726,original tweet
886, 678021115718029313,7148,15018,original tweet
887, 677918531514703872,463,1476,original tweet
888, 677716515794329600,1104,3323,original tweet
889, 677698403548192770,363,1332,original tweet
890, 677673981332312066,1677,3603,original tweet
891, 677644091929329666,886,2040,original tweet
892, 677565715327688705,513,1409,original tweet
893, 677547928504967168,4076,7568,original tweet
894, 677335745548390400,2017,3328,original tweet
895, 677331501395156992,265,1189,original tweet
896, 677314812125323265,611,1799,original tweet
897, 677269281705472000,790,2164,original tweet
898, 677187300187611136,1033,2981,original tweet
899, 676957860086095872,907,2395,original tweet
900, 676948236477857792,980,2354,original tweet
901, 676942428000112642,855,2261,original tweet
902, 676916996760600576,2002,3231,original tweet
903, 676864501615042560,808,2294,original tweet
904, 676819651066732545,741,1957,original tweet
905, 676776431406465024,2249,5405,original tweet
906, 676613908052996102,219,1183,original tweet
907, 676603393314578432,440,1280,original tweet
908, 676590572941893632,142,1001,original tweet
909, 676582956622721024,312,1310,original tweet
910, 676533798876651520,621,2025,original tweet
911, 676470639084101634,5224,12616,original tweet
912, 676430933382295552,385,1526,original tweet
913, 676237365392908289,331,1335,original tweet
914, 676215927814406144,661,1881,original tweet
915, 676146341966438401,744,2077,original tweet
916, 676101918813499392,1284,3042,original tweet
917, 676089483918516224,483,1431,original tweet
918, 675891555769696257,976,2297,original tweet
919, 675878199931371520,1570,4531,original tweet
920, 675853064436391936,1460,2927,original tweet
921, 675845657354215424,1000,2477,original tweet
922, 675820929667219457,260,1140,original tweet
923, 675781562965868544,537,1750,original tweet
924, 675710890956750848,928,2046,original tweet
925, 675706639471788032,106,693,original tweet
926, 675531475945709568,428,1276,original tweet
927, 675517828909424640,507,1414,original tweet
928, 675497103322386432,1443,3397,original tweet
929, 675483430902214656,1081,1985,original tweet
930, 675372240448454658,563,1838,original tweet
931, 675354435921575936,18963,35178,original tweet
932, 675334060156301312,1436,3007,original tweet
933, 675153376133427200,2734,6072,original tweet
934, 675147105808306176,273,1026,original tweet
935, 675145476954566656,1011,2305,original tweet
936, 675113801096802304,877,2120,original tweet
937, 675109292475830276,1259,3006,original tweet
938, 675015141583413248,1335,2918,original tweet
939, 675003128568291329,517,1672,original tweet
940, 674805413498527744,391,934,original tweet
941, 674793399141146624,1225,2697,original tweet
942, 674788554665512960,230,871,original tweet
943, 674774481756377088,532,1213,original tweet
944, 674764817387900928,263,852,original tweet
945, 674752233200820224,516,1580,original tweet
946, 674742531037511680,55,527,original tweet
947, 674737130913071104,103,693,original tweet
948, 674670581682434048,729,1751,original tweet
949, 674646392044941312,557,1533,original tweet
950, 674638615994089473,650,1806,original tweet
951, 674606911342424069,115,1013,original tweet
952, 674447403907457024,393,1137,original tweet
953, 674422304705744896,592,1536,original tweet
954, 674410619106390016,515,1289,original tweet
955, 674372068062928900,346,931,original tweet
956, 674318007229923329,570,1516,original tweet
957, 674291837063053312,6533,15817,original tweet
958, 674269164442398721,255,961,original tweet
959, 674262580978937856,498,1391,original tweet
960, 674082852460433408,186,804,original tweet
961, 674063288070742018,2450,6769,original tweet
962, 674051556661161984,530,1564,original tweet
963, 674042553264685056,142,772,original tweet
964, 674036086168010753,240,906,original tweet
965, 674019345211760640,340,1208,original tweet
966, 674008982932058114,393,1297,original tweet
967, 673919437611909120,401,1251,original tweet
968, 673887867907739649,274,994,original tweet
969, 673715861853720576,2303,3815,original tweet
970, 673709992831262724,306,908,original tweet
971, 673707060090052608,434,1177,original tweet
972, 673700254269775872,638,1532,original tweet
973, 673689733134946305,700,1855,original tweet
974, 673686845050527744,479,1544,original tweet
975, 673662677122719744,397,1339,original tweet
976, 673636718965334016,404,1194,original tweet
977, 673583129559498752,403,1273,original tweet
978, 673576835670777856,613,1482,original tweet
979, 673359818736984064,728,1558,original tweet
980, 673352124999274496,597,1761,original tweet
981, 673345638550134785,1422,2700,original tweet
982, 673342308415348736,649,1362,original tweet
983, 673317986296586240,293,924,original tweet
984, 673270968295534593,400,1134,original tweet
985, 673213039743795200,929,2410,original tweet
986, 672997845381865473,786,2092,original tweet
987, 672988786805112832,314,1039,original tweet
988, 672980819271634944,1079,1930,original tweet
989, 672970152493887488,391,1019,original tweet
990, 672964561327235073,701,1530,original tweet
991, 672898206762672129,459,944,original tweet
992, 672877615439593473,405,1096,original tweet
993, 672828477930868736,533,1343,original tweet
994, 672622327801233409,542,1377,original tweet
995, 672609152938721280,424,1180,original tweet
996, 672594978741354496,661,1411,original tweet
997, 672591271085670400,207,782,original tweet
998, 672523490734551040,189,696,original tweet
999, 672482722825261057,665,1221,original tweet
1000, 672475084225949696,770,1529,original tweet
1001, 672272411274932228,3677,6888,original tweet
1002, 672264251789176834,383,1212,original tweet
1003, 672254177670729728,800,1515,original tweet
1004, 672245253877968896,169,733,original tweet
1005, 672231046314901505,1089,1956,original tweet
1006, 672205392827572224,1270,2414,original tweet
1007, 672160042234327040,395,918,original tweet
1008, 672125275208069120,1253,2578,original tweet
1009, 672082170312290304,402,1003,original tweet
1010, 671896809300709376,4519,9016,original tweet
1011, 671882082306625538,1488,3693,original tweet
1012, 671874878652489728,601,1330,original tweet
1013, 671855973984772097,502,977,original tweet
1014, 671768281401958400,572,1269,original tweet
1015, 671744970634719232,841,1430,original tweet
1016, 671735591348891648,819,1534,original tweet
1017, 671561002136281088,7931,13679,original tweet
1018, 671547767500775424,658,1444,original tweet
1019, 671542985629241344,616,1166,original tweet
1020, 671536543010570240,441,1253,original tweet
1021, 671528761649688577,280,896,original tweet
1022, 671518598289059840,319,1010,original tweet
1023, 671504605491109889,3866,7495,original tweet
1024, 671488513339211776,516,1073,original tweet
1025, 671485057807351808,253,806,original tweet
1026, 671362598324076544,325,1193,original tweet
1027, 671355857343524864,119,508,original tweet
1028, 671186162933985280,241,788,original tweet
1029, 671166507850801152,390,931,original tweet
1030, 671159727754231808,89,401,original tweet
1031, 671151324042559489,166,714,original tweet
1032, 671141549288370177,713,1246,original tweet
1033, 671134062904504320,212,796,original tweet
1034, 671115716440031232,842,1436,original tweet
1035, 670995969505435648,317,1175,original tweet
1036, 670840546554966016,213,634,original tweet
1037, 670833812859932673,135,474,original tweet
1038, 670826280409919488,4485,5961,original tweet
1039, 670822709593571328,105,647,original tweet
1040, 670811965569282048,295,1202,original tweet
1041, 670804601705242624,1035,2098,original tweet
1042, 670797304698376195,262,780,original tweet
1043, 670789397210615808,255,700,original tweet
1044, 670783437142401025,431,872,original tweet
1045, 670780561024270336,317,831,original tweet
1046, 670764103623966721,466,1154,original tweet
1047, 670733412878163972,558,1030,original tweet
1048, 670717338665226240,547,1301,original tweet
1049, 670691627984359425,266,632,original tweet
1050, 670676092097810432,45,267,original tweet
1051, 670474236058800128,835,1635,original tweet
1052, 670465786746662913,608,1048,original tweet
1053, 670449342516494336,729,1264,original tweet
1054, 670442337873600512,213,690,original tweet
1055, 670434127938719744,708,1501,original tweet
1056, 670428280563085312,694,1484,original tweet
1057, 670421925039075328,709,1415,original tweet
1058, 670417414769758208,350,604,original tweet
1059, 670408998013820928,249,600,original tweet
1060, 670385711116361728,234,593,original tweet
1061, 670361874861563904,71,344,original tweet
1062, 670319130621435904,1359,4110,original tweet
1063, 670290420111441920,315,750,original tweet
1064, 670086499208155136,275,740,original tweet
1065, 670073503555706880,874,1674,original tweet
1066, 670061506722140161,373,822,original tweet
1067, 670046952931721218,191,684,original tweet
1068, 670037189829525505,306,625,original tweet
1069, 669993076832759809,92,344,original tweet
1070, 669970042633789440,65,317,original tweet
1071, 669926384437997569,115,400,original tweet
1072, 669753178989142016,431,858,original tweet
1073, 669684865554620416,99,551,original tweet
1074, 669682095984410625,146,375,original tweet
1075, 669661792646373376,482,860,original tweet
1076, 669603084620980224,401,1006,original tweet
1077, 669583744538451968,1017,1587,original tweet
1078, 669571471778410496,1085,1684,original tweet
1079, 669564461267722241,133,413,original tweet
1080, 669375718304980992,792,1425,original tweet
1081, 669367896104181761,172,485,original tweet
1082, 669359674819481600,134,390,original tweet
1083, 669353438988365824,281,687,original tweet
1084, 669328503091937280,452,1081,original tweet
1085, 669324657376567296,223,525,original tweet
1086, 669214165781868544,183,468,original tweet
1087, 669037058363662336,336,698,original tweet
1088, 669006782128353280,269,610,original tweet
1089, 668994913074286592,254,468,original tweet
1090, 668989615043424256,356,726,original tweet
1091, 668986018524233728,183,578,original tweet
1092, 668979806671884288,382,842,original tweet
1093, 668967877119254528,25,161,original tweet
1094, 668955713004314625,77,300,original tweet
1095, 668902994700836864,107,338,original tweet
1096, 668872652652679168,322,566,original tweet
1097, 668826086256599040,150,467,original tweet
1098, 668779399630725120,409,749,original tweet
1099, 668645506898350081,588,962,original tweet
1100, 668641109086707712,573,1145,original tweet
1101, 668633411083464705,1788,3024,original tweet
1102, 668627278264475648,123,341,original tweet
1103, 668623201287675904,851,1551,original tweet
1104, 668614819948453888,341,654,original tweet
1105, 668567822092664832,62,265,original tweet
1106, 668542336805281792,231,497,original tweet
1107, 668528771708952576,242,496,original tweet
1108, 668496999348633600,146,436,original tweet
1109, 668480044826800133,162,491,original tweet
1110, 668297328638447616,319,656,original tweet
1111, 668286279830867968,149,535,original tweet
1112, 668268907921326080,261,592,original tweet
1113, 668248472370458624,523,1056,original tweet
1114, 668226093875376128,115,323,original tweet
1115, 668204964695683073,206,586,original tweet
1116, 668171859951755264,208,525,original tweet
1117, 668142349051129856,306,592,original tweet
1118, 667937095915278337,866,1356,original tweet
1119, 667915453470232577,59,222,original tweet
1120, 667902449697558528,396,905,original tweet
1121, 667885044254572545,530,868,original tweet
1122, 667873844930215936,440,667,original tweet
1123, 667861340749471744,86,253,original tweet
1124, 667806454573760512,535,1111,original tweet
1125, 667793409583771648,358,736,original tweet
1126, 667773195014021121,61,243,original tweet
1127, 667728196545200128,162,398,original tweet
1129, 667549055577362432,2454,6138,original tweet
1130, 667544320556335104,568,917,original tweet
1131, 667534815156183040,576,866,original tweet
1132, 667524857454854144,1198,1798,original tweet
1133, 667509364010450944,2272,7148,original tweet
1134, 667495797102141441,294,565,original tweet
1135, 667470559035432960,102,273,original tweet
1136, 667453023279554560,96,327,original tweet
1137, 667437278097252352,257,483,original tweet
1138, 667405339315146752,234,489,original tweet
1139, 667369227918143488,173,385,original tweet
1140, 667200525029539841,282,658,original tweet
1141, 667188689915760640,449,784,original tweet
1142, 667177989038297088,58,200,original tweet
1143, 667174963120574464,88,262,original tweet
1144, 667165590075940865,1241,2819,original tweet
1145, 667152164079423490,18285,49720,original tweet
1146, 667119796878725120,135,346,original tweet
1147, 667073648344346624,134,425,original tweet
1148, 667065535570550784,51,175,original tweet
1149, 667044094246576128,54,198,original tweet
1150, 666996132027977728,102,258,original tweet
1151, 666837028449972224,584,857,original tweet
1152, 666826780179869698,105,266,original tweet
1153, 666804364988780544,95,250,original tweet
1154, 666781792255496192,211,404,original tweet
1155, 666739327293083650,71,244,original tweet
1156, 666691418707132416,51,196,original tweet
1157, 666644823164719104,88,238,original tweet
1158, 666447344410484738,23,107,original tweet
1159, 666435652385423360,54,170,original tweet
1160, 666428276349472768,90,171,original tweet
1161, 666418789513326592,48,129,original tweet
1162, 666407126856765440,44,113,original tweet
1163, 666373753744588802,100,194,original tweet
1164, 666353288456101888,77,229,original tweet
1165, 666337882303524864,96,204,original tweet
1166, 666287406224695296,71,152,original tweet
1167, 666268910803644416,37,108,original tweet
1168, 666102155909144576,16,81,original tweet
1169, 666094000022159362,79,169,original tweet
1170, 666073100786774016,174,335,original tweet
1171, 666063827256086533,232,496,original tweet
1172, 666057090499244032,146,304,original tweet
1173, 666051853826850816,879,1253,original tweet
1174, 666049248165822465,41,111,original tweet
1175, 666033412701032449,47,128,original tweet
1176, 666020888022790149,532,2535,original tweet
